id,category,module,cat_hit,mod_hit,both_hit,mrr_cat,first_cat_rank,retrieved_ids,retrieved_cats,latency_ms
54,domain_specific,GSTR-3B,1,1,1,0.3333,3,1074|1069|1051|1070|1072,aggregation|aggregation|domain_specific|aggregation|aggregation,224.6
55,aggregation,GSTR-3B,1,1,1,1.0,1,1073|1071|1126|1115|1091,aggregation|aggregation|quirk|filtering|grouping,222.13
56,quirk,GSTR-3B,1,1,1,1.0,1,1126|1073|1071|1026|1091,quirk|aggregation|aggregation|ranking|grouping,207.5
57,aggregation,GSTR-3B,1,1,1,1.0,1,1070|1068|1009|1074|1089,aggregation|aggregation|decode|aggregation|grouping,259.58
58,domain_specific,GSTR-3B,1,1,1,1.0,1,1047|1048|1051|1056|1059,domain_specific|domain_specific|domain_specific|domain_specific|domain_specific,258.31
59,ranking,GSTR-3B,1,1,1,1.0,1,1025|1023|1004|1024|1016,ranking|ranking|decode|ranking|ranking,245.71
60,grouping,GSTR-3B,1,1,1,1.0,1,1088|1089|1009|1004|1085,grouping|grouping|decode|decode|grouping,216.82
61,grouping,GSTR-3B,1,1,1,1.0,1,1092|1024|1072|1090|1137,grouping|ranking|aggregation|grouping|having,229.18
62,grouping,GSTR-3B,1,1,1,1.0,1,1091|1006|1115|1119|1014,grouping|decode|filtering|filtering|decode,205.02
63,aggregation,GSTR-3B,1,1,1,0.5,2,1011|1072|1132|1092|1049,decode|aggregation|subquery|grouping|domain_specific,238.56
64,ranking,GSTR-3B,1,1,1,1.0,1,1026|1027|1074|1132|1030,ranking|ranking|aggregation|subquery|ranking,208.17
65,domain_specific,GSTR-3B,1,1,1,1.0,1,1045|1046|1050|1087|1051,domain_specific|domain_specific|domain_specific|grouping|domain_specific,237.54
66,filtering,GSTR-3B,1,1,1,0.5,2,1050|1114|1091|1115|1071,domain_specific|filtering|grouping|filtering|aggregation,225.96
67,grouping,GSTR-3B,1,1,1,1.0,1,1088|1092|1024|1072|1085,grouping|grouping|ranking|aggregation|grouping,223.95
68,domain_specific,GSTR-3B,1,1,1,1.0,1,1051|1055|1097|1054|1047,domain_specific|domain_specific|grouping|domain_specific|domain_specific,245.78
69,grouping,GSTR-3B,1,1,1,1.0,1,1089|1090|1133|1009|1087,grouping|grouping|subquery|decode|grouping,211.34
70,grouping,GSTR-3B,1,1,1,1.0,1,1091|1115|1014|1006|1071,grouping|filtering|decode|decode|aggregation,209.79
71,decode,GSTR-3B,1,1,1,1.0,1,1001|1009|1008|1010|1003,decode|decode|decode|decode|decode,220.72
72,ranking,GSTR-3B,1,1,1,1.0,1,1025|1016|1092|1024|1023,ranking|ranking|grouping|ranking|ranking,213.13
73,decode,GSTR-3B,1,1,1,1.0,1,1012|1004|1011|1092|1049,decode|decode|decode|grouping|domain_specific,263.17
74,decode,GSTR-3B,1,1,1,1.0,1,1011|1015|1005|1092|1049,decode|decode|decode|grouping|domain_specific,277.16
75,ranking,GSTR-3B,1,1,1,1.0,1,1029|1089|1133|1024|1020,ranking|grouping|subquery|ranking|ranking,211.43
76,grouping,GSTR-3B,1,1,1,1.0,1,1090|1097|1010|1049|1142,grouping|grouping|decode|domain_specific|grouping,236.92
77,subquery,GSTR-3B,1,1,1,1.0,1,1131|1012|1132|1137|1134,subquery|decode|subquery|having|subquery,222.32
78,decode,GSTR-3B,1,1,1,1.0,1,1008|1001|1012|1010|1138,decode|decode|decode|decode|having,201.19
79,ranking,GSTR-3B,1,1,1,1.0,1,1023|1049|1025|1015|1010,ranking|domain_specific|ranking|decode|decode,290.48
80,grouping,GSTR-3B,1,1,1,1.0,1,1087|1090|1008|1142|1097,grouping|grouping|decode|grouping|grouping,205.46
81,aggregation,GSTR-7,1,1,1,0.25,4,1119|1117|1091|1078|1139,filtering|filtering|grouping|aggregation|having,211.42
82,aggregation,GSTR-7,1,1,1,1.0,1,1077|1115|1081|1091|1105,aggregation|filtering|aggregation|grouping|join,204.83
83,domain_specific,GSTR-7,1,1,1,0.5,2,1103|1055|1054|1052|1056,join|domain_specific|domain_specific|domain_specific|domain_specific,208.44
84,aggregation,GSTR-7,1,1,0,0.25,4,1117|1139|1030|1073|1071,filtering|having|ranking|aggregation|aggregation,219.89
85,aggregation,GSTR-7,1,1,1,1.0,1,1081|1105|1073|1117|1071,aggregation|join|aggregation|filtering|aggregation,232.18
86,aggregation,GSTR-7,1,1,1,0.3333,3,1094|1096|1077|1118|1134,grouping|grouping|aggregation|filtering|subquery,213.18
87,aggregation,GSTR-7,1,1,1,1.0,1,1077|1096|1076|1094|1079,aggregation|grouping|aggregation|grouping|aggregation,239.28
88,domain_specific,GSTR-7,1,1,1,1.0,1,1052|1093|1053|1058|1118,domain_specific|grouping|domain_specific|domain_specific|filtering,277.31
89,domain_specific,GSTR-7,1,1,1,1.0,1,1052|1058|1093|1053|1075,domain_specific|domain_specific|grouping|domain_specific|aggregation,249.15
90,domain_specific,GSTR-7,1,1,1,0.3333,3,1095|1104|1057|1080|1032,grouping|join|domain_specific|aggregation|ranking,227.58
91,aggregation,GSTR-7,1,1,0,1.0,1,1071|1073|1126|1139|1117,aggregation|aggregation|quirk|having|filtering,208.62
92,aggregation,GSTR-7,1,1,1,1.0,1,1076|1079|1096|1053|1106,aggregation|aggregation|grouping|domain_specific|join,224.23
93,aggregation,GSTR-7,1,1,1,1.0,1,1078|1094|1055|1054|1096,aggregation|grouping|domain_specific|domain_specific|grouping,220.94
94,join,GSTR-7,1,1,1,1.0,1,1104|1032|1142|1095|1106,join|ranking|grouping|grouping|join,232.16
95,join,GSTR-7,1,1,1,0.3333,3,1033|1094|1104|1095|1103,ranking|grouping|join|grouping|join,221.67
96,grouping,GSTR-7,1,1,1,1.0,1,1095|1107|1093|1104|1142,grouping|join|grouping|join|grouping,216.47
97,ranking,GSTR-7,1,1,1,1.0,1,1033|1134|1095|1107|1035,ranking|subquery|grouping|join|ranking,232.05
98,grouping,GSTR-7,1,1,0,0.25,4,1117|1078|1139|1091|1135,filtering|aggregation|having|grouping|subquery,221.83
99,domain_specific,GSTR-7,1,1,1,1.0,1,1053|1058|1057|1080|1052,domain_specific|domain_specific|domain_specific|aggregation|domain_specific,228.29
100,aggregation,GSTR-7,1,1,1,1.0,1,1076|1079|1077|1096|1080,aggregation|aggregation|aggregation|grouping|aggregation,215.82
101,filtering,GSTR-7,1,1,1,1.0,1,1119|1117|1014|1091|1006,filtering|filtering|decode|grouping|decode,222.57
102,ranking,GSTR-7,1,1,1,1.0,1,1032|1034|1095|1104|1031,ranking|ranking|grouping|join|ranking,216.29
103,ranking,GSTR-7,1,1,1,0.2,5,1105|1104|1142|1081|1033,join|join|grouping|aggregation|ranking,229.3
104,join,GSTR-7,1,1,1,1.0,1,1107|1104|1142|1103|1095,join|join|grouping|join|grouping,222.91
105,domain_specific,GSTR-7,1,1,1,1.0,1,1054|1055|1059|1097|1056,domain_specific|domain_specific|domain_specific|grouping|domain_specific,236.55
106,domain_specific,GSTR-7,1,1,1,1.0,1,1056|1059|1047|1048|1054,domain_specific|domain_specific|domain_specific|domain_specific|domain_specific,235.55
107,join,GSTR-7,1,1,1,0.3333,3,1096|1077|1106|1076|1079,grouping|aggregation|join|aggregation|aggregation,211.19
108,ranking,GSTR-7,1,1,1,1.0,1,1033|1035|1104|1057|1095,ranking|ranking|join|domain_specific|grouping,218.52
109,join,GSTR-7,1,1,1,1.0,1,1104|1142|1033|1094|1095,join|grouping|ranking|grouping|grouping,234.29
110,having,GSTR-7,1,1,1,0.5,2,1033|1139|1134|1138|1081,ranking|having|subquery|having|aggregation,214.13
111,quirk,GSTR-7,1,1,1,1.0,1,1127|1055|1054|1125|1074,quirk|domain_specific|domain_specific|quirk|aggregation,219.25
112,domain_specific,GSTR-7,1,1,1,1.0,1,1054|1055|1059|1051|1056,domain_specific|domain_specific|domain_specific|domain_specific|domain_specific,254.25
