id,module,difficulty,category,question,gold_sql,runs,ex_passes,ver_passes,em_passes,ex_rate,ver_rate,last_pred_sql,last_error
11,EWB,simple,aggregation,How many distinct consignors are there?,SELECT COUNT(DISTINCT frgstin) AS n FROM public.tbl_ewb_parta_ewb;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT frgstin) AS distinct_consignors FROM public.tbl_ewb_parta_ewb;,
12,EWB,simple,aggregation,How many distinct destination states appear in e-way bills?,SELECT COUNT(DISTINCT tostat) AS n FROM public.tbl_ewb_parta_ewb;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT tostat) AS distinct_destination_states FROM public.tbl_ewb_parta_ewb;,
13,EWB,simple,quirk,"What is the total invoice value (gross, including tax) across all e-way bills?","SELECT SUM(""InvVal"") AS v FROM public.tbl_ewb_parta_ewb;",3,3,3,0,1.0,1.0,"SELECT SUM(""InvVal"") AS total_invoice_value FROM public.tbl_ewb_parta_ewb;",
14,EWB,simple,aggregation,What is the average assessable value of an e-way bill?,SELECT AVG(assval) AS v FROM public.tbl_ewb_parta_ewb;,3,3,3,0,1.0,1.0,SELECT AVG(assval) AS average_assessable_value FROM public.tbl_ewb_parta_ewb;,
15,EWB,simple,aggregation,What is the highest assessable value among all e-way bills?,SELECT MAX(assval) AS v FROM public.tbl_ewb_parta_ewb;,3,3,3,0,1.0,1.0,SELECT MAX(assval) AS highest_assessable_value FROM public.tbl_ewb_parta_ewb;,
16,EWB,simple,aggregation,How many item lines are there across all e-way bills?,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb_itemlist;,3,3,3,0,1.0,1.0,SELECT COUNT(*) AS total_item_lines FROM public.tbl_ewb_parta_ewb_itemlist;,
17,EWB,simple,aggregation,How many distinct HSN codes appear in e-way bill items?,SELECT COUNT(DISTINCT hsncod) AS n FROM public.tbl_ewb_parta_ewb_itemlist;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT hsncod) AS distinct_hsn_codes FROM public.tbl_ewb_parta_ewb_itemlist;,
18,EWB,simple,domain_specific,How many e-way bills are intra-state?,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb WHERE frstat = tostat;,3,3,3,0,1.0,1.0,SELECT COUNT(*) AS intra_state_ewb_count FROM public.tbl_ewb_parta_ewb WHERE frstat = tostat;,
19,EWB,simple,domain_specific,How many e-way bills are inter-state?,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb WHERE frstat <> tostat;,3,3,3,0,1.0,1.0,SELECT COUNT(*) AS inter_state_ewb_count FROM public.tbl_ewb_parta_ewb WHERE frstat <> tostat;,
20,EWB,simple,aggregation,What is the total assessable amount across all e-way bill items?,SELECT SUM(assamt) AS v FROM public.tbl_ewb_parta_ewb_itemlist;,3,3,3,0,1.0,1.0,SELECT SUM(assamt) AS total_assessable_amount FROM public.tbl_ewb_parta_ewb_itemlist;,
21,EWB,moderate,grouping,How many e-way bills are there for each status?,"SELECT status, COUNT(*) AS n FROM public.tbl_ewb_parta_ewb GROUP BY status;",3,3,3,0,1.0,1.0,"SELECT status, COUNT(*) AS bill_count FROM public.tbl_ewb_parta_ewb GROUP BY status;",
22,EWB,moderate,grouping,What is the total assessable value for each consignor state?,"SELECT frstat, SUM(assval) AS v FROM public.tbl_ewb_parta_ewb GROUP BY frstat;",3,3,3,0,1.0,1.0,"SELECT frstat AS consignor_state_code, SUM(assval) AS total_assessable_value FROM public.tbl_ewb_parta_ewb GROUP BY frstat ORDER BY total_assessable_value DESC LIMIT 100;",
23,EWB,moderate,grouping,How many e-way bills originate from each state?,"SELECT frstat, COUNT(*) AS n FROM public.tbl_ewb_parta_ewb GROUP BY frstat;",3,3,3,0,1.0,1.0,"SELECT frstat AS state_code, COUNT(*) AS ewb_count FROM public.tbl_ewb_parta_ewb GROUP BY frstat ORDER BY ewb_count DESC;",
24,EWB,moderate,ranking,Which 3 HSN codes have the highest total assessable amount?,SELECT hsncod FROM public.tbl_ewb_parta_ewb_itemlist GROUP BY hsncod ORDER BY SUM(assamt) DESC LIMIT 3;,3,3,3,0,1.0,1.0,"SELECT hsncod, SUM(assamt) AS total_assamt FROM public.tbl_ewb_parta_ewb_itemlist GROUP BY hsncod ORDER BY total_assamt DESC LIMIT 3",
25,EWB,moderate,ranking,Which destination state has the highest total IGST in e-way bills?,SELECT tostat FROM public.tbl_ewb_parta_ewb GROUP BY tostat ORDER BY SUM(igstval) DESC LIMIT 1;,3,3,3,0,1.0,1.0,"SELECT tostat AS destination_state, SUM(igstval) AS total_igst FROM public.tbl_ewb_parta_ewb GROUP BY tostat ORDER BY total_igst DESC LIMIT 1;",
26,EWB,moderate,ranking,List the top 3 consignors by total assessable value.,SELECT frgstin FROM public.tbl_ewb_parta_ewb GROUP BY frgstin ORDER BY SUM(assval) DESC LIMIT 3;,3,3,3,0,1.0,1.0,"SELECT frgstin AS consignor_gstin, frname AS consignor_name, SUM(assval) AS total_assessable_value FROM public.tbl_ewb_parta_ewb GROUP BY frgstin, frname ORDER BY total_assessable_value DESC LIMIT 3;",
27,EWB,moderate,quirk,"What is the average travel distance declared on e-way bills, in km?",SELECT AVG(CAST(travdist AS numeric)) AS v FROM public.tbl_ewb_parta_ewb;,3,3,3,0,1.0,1.0,SELECT AVG(CAST(travdist AS NUMERIC)) AS avg_travel_distance FROM public.tbl_ewb_parta_ewb;,
28,EWB,moderate,grouping,What is the total IGST for each destination state?,"SELECT tostat, SUM(igstval) AS v FROM public.tbl_ewb_parta_ewb GROUP BY tostat;",3,3,3,0,1.0,1.0,"SELECT tostat AS destination_state_code, SUM(igstval) AS total_igst FROM public.tbl_ewb_parta_ewb GROUP BY tostat ORDER BY total_igst DESC LIMIT 100;",
29,EWB,moderate,aggregation,How many e-way bills were cancelled according to the cancellation event log?,SELECT COUNT(*) AS n FROM public.tbl_ewb_partb_ewb_canceldet;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT ewb_no) AS cancelled_ewb_count FROM public.tbl_ewb_partb_ewb_canceldet;,
30,EWB,moderate,aggregation,How many rejection events were recorded on e-way bills?,SELECT COUNT(*) AS n FROM public.tbl_ewb_partb_ewb_rejdtl;,3,3,3,0,1.0,1.0,SELECT COUNT(*) AS rejection_events_count FROM public.tbl_ewb_partb_ewb_rejdtl;,
31,EWB,moderate,aggregation,How many vehicle/transport detail records are there in Part-B?,SELECT COUNT(*) AS n FROM public.tbl_ewb_partb_ewb_partbdet;,3,3,3,0,1.0,1.0,SELECT COUNT(*) AS vehicle_transport_detail_count FROM public.tbl_ewb_partb_ewb_partbdet;,
32,EWB,moderate,grouping,What is the total assessable amount for each HSN code?,"SELECT hsncod, SUM(assamt) AS v FROM public.tbl_ewb_parta_ewb_itemlist GROUP BY hsncod;",3,3,3,0,1.0,1.0,"SELECT hsncod, SUM(assamt) AS total_assessable_amount FROM public.tbl_ewb_parta_ewb_itemlist GROUP BY hsncod ORDER BY hsncod;",
33,EWB,moderate,ranking,Which HSN code appears on the most item lines?,SELECT hsncod FROM public.tbl_ewb_parta_ewb_itemlist GROUP BY hsncod ORDER BY COUNT(*) DESC LIMIT 1;,3,0,0,0,0.0,0.0,"SELECT hsncod, COUNT(*) AS item_count FROM public.tbl_gst_rtn_r3b_inward_sup_isup_details GROUP BY hsncod ORDER BY item_count DESC LIMIT 1","(psycopg2.errors.UndefinedColumn) column ""hsncod"" does not exist"
34,EWB,moderate,grouping,What is the average assessable value of e-way bills for each status?,"SELECT status, AVG(assval) AS v FROM public.tbl_ewb_parta_ewb GROUP BY status;",3,3,3,0,1.0,1.0,"SELECT status, AVG(assval) AS avg_assessable_value FROM public.tbl_ewb_parta_ewb GROUP BY status;",
35,EWB,challenging,join,What is the total assessable amount of items on active e-way bills?,SELECT SUM(i.assamt) AS v FROM public.tbl_ewb_parta_ewb_itemlist i JOIN public.tbl_ewb_parta_ewb e ON i.idtbl_ewb_parta_ewb = e.idtbl_ewb_parta_ewb WHERE e.status = 'ACT';,3,3,3,0,1.0,1.0,SELECT SUM(t2.assamt) AS total_assessable_amount FROM tbl_ewb_parta_ewb AS t1 JOIN tbl_ewb_parta_ewb_itemlist AS t2 ON t1.idtbl_ewb_parta_ewb = t2.idtbl_ewb_parta_ewb WHERE t1.status = 'ACT';,
36,EWB,challenging,join,How many e-way bills had their validity extended?,SELECT COUNT(DISTINCT pb.idtbl_ewb_partb_ewb) AS n FROM public.tbl_ewb_partb_ewb pb JOIN public.tbl_ewb_partb_ewb_extenddet x ON x.idtbl_ewb_partb_ewb = pb.idtbl_ewb_partb_ewb;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT idtbl_ewb_partb_ewb) AS extended_ewb_count FROM public.tbl_ewb_partb_ewb_extenddet;,
37,EWB,challenging,grouping,What is the total assessable value of e-way bills for each status?,"SELECT status, SUM(assval) AS v FROM public.tbl_ewb_parta_ewb GROUP BY status;",3,3,3,0,1.0,1.0,"SELECT status, SUM(assval) AS total_assessable_value FROM public.tbl_ewb_parta_ewb GROUP BY status;",
38,EWB,challenging,ranking,Which origin state has the most e-way bills?,SELECT frstat FROM public.tbl_ewb_parta_ewb GROUP BY frstat ORDER BY COUNT(*) DESC LIMIT 1;,3,3,3,0,1.0,1.0,"SELECT frstat AS origin_state_code, COUNT(ewbno) AS bill_count FROM public.tbl_ewb_parta_ewb GROUP BY frstat ORDER BY bill_count DESC LIMIT 1;",
39,EWB,challenging,join,How many e-way bills have at least one item taxed at 18% IGST?,SELECT COUNT(DISTINCT i.idtbl_ewb_parta_ewb) AS n FROM public.tbl_ewb_parta_ewb_itemlist i WHERE i.igstrt = 18;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT idtbl_ewb_parta_ewb) AS num_ewb_with_18igst FROM tbl_ewb_parta_ewb_itemlist WHERE igstrt = 18;,
40,EWB,challenging,filtering,What is the total assessable amount of e-way bill items taxed at 18% IGST?,SELECT SUM(assamt) AS v FROM public.tbl_ewb_parta_ewb_itemlist WHERE igstrt = 18;,3,3,3,0,1.0,1.0,SELECT SUM(assamt) AS total_assessable_amount FROM public.tbl_ewb_parta_ewb_itemlist WHERE igstrt = 18;,
41,EWB,challenging,subquery,How many e-way bills have a total tax (CGST+SGST+IGST) above the average?,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb WHERE (cgstval + sgstval + igstval) > (SELECT AVG(cgstval + sgstval + igstval) FROM public.tbl_ewb_parta_ewb);,3,3,3,0,1.0,1.0,SELECT COUNT(*) FROM ( SELECT * FROM public.tbl_ewb_parta_ewb WHERE cgstval + sgstval + igstval > ( SELECT AVG(cgstval + sgstval + igstval) FROM public.tbl_ewb_parta_ewb ) ) AS subquery;,
42,EWB,challenging,grouping,What is the total IGST for each origin state?,"SELECT frstat, SUM(igstval) AS v FROM public.tbl_ewb_parta_ewb GROUP BY frstat;",3,3,3,0,1.0,1.0,"SELECT frstat AS origin_state, SUM(igstval) AS total_igst FROM public.tbl_ewb_parta_ewb GROUP BY frstat ORDER BY total_igst DESC LIMIT 100;",
43,GSTR-3B,simple,aggregation,How many GSTR-3B returns were filed?,SELECT COUNT(*) AS n FROM public.tbl_gst_rtn_r3b r;,3,3,3,0,1.0,1.0,SELECT COUNT(*) AS total_gstr3b_returns FROM public.tbl_gst_rtn_r3b;,
44,GSTR-3B,simple,aggregation,How many distinct taxpayers filed GSTR-3B?,SELECT COUNT(DISTINCT r.gstin) AS n FROM public.tbl_gst_rtn_r3b r;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT gstin) AS distinct_taxpayers FROM public.tbl_gst_rtn_r3b;,
45,GSTR-3B,simple,domain_specific,What is the total SGST paid in cash in financial year 2024-25?,SELECT SUM(pc.spd) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_tx_pmt p ON p.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_cash pc ON pc.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period WHERE m.fy_flag = 8;,3,0,0,0,0.0,0.0,"SELECT SUM(sgst_tx) AS total_sgst_paid_in_cash FROM public.tbl_gst_rtn_r7_tax_paid_pd_by_cash tp JOIN public.tbl_gst_rtn_r7_tax_paid tp2 ON tp.idtbl_gst_rtn_r7_tax_paid = tp2.idtbl_gst_rtn_r7 WHERE TO_CHAR(TO_DATE(tp2.trandate, 'DD-MM-YYYY'), 'YYYY') = '2024';",(psycopg2.errors.UndefinedColumn) column tp2.idtbl_gst_rtn_r7 does not exist
46,GSTR-3B,simple,domain_specific,What is the total outward taxable value (regular sales) across all GSTR-3B returns?,SELECT SUM(o.txval) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details;,3,3,3,0,1.0,1.0,SELECT SUM(txval) AS total_outward_taxable_value FROM public.tbl_gst_rtn_r3b_sup_details_osupdet;,
47,GSTR-3B,simple,domain_specific,What is the total SGST payable across all GSTR-3B returns?,SELECT SUM(o.samt) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details;,3,3,3,0,1.0,1.0,SELECT SUM(samt) AS total_sgst_payable FROM public.tbl_gst_rtn_r3b_sup_details_osupdet;,
48,GSTR-3B,simple,domain_specific,What is the total IGST payable across all GSTR-3B returns?,SELECT SUM(o.iamt) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details;,3,0,3,0,0.0,1.0,SELECT SUM(iamt + camt + samt) AS total_igst_payable FROM public.tbl_gst_rtn_r3b_sup_details_osupdet;,
49,GSTR-3B,simple,filtering,How many GSTR-3B returns were filed under CENTER jurisdiction?,SELECT COUNT(*) AS n FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin WHERE d.appr_auth = 'CENTER';,3,0,3,0,0.0,1.0,SELECT COUNT(DISTINCT r.idtbl_gst_rtn_r3b) AS num_returns FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin WHERE d.stjd IN ( SELECT state_jur_code FROM common.mst_state_jurisdiction_code WHERE division LIKE '%CENTER%' );,
50,GSTR-3B,simple,filtering,How many GSTR-3B returns were filed under STATE jurisdiction?,SELECT COUNT(*) AS n FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin WHERE d.appr_auth = 'STATE';,3,0,3,0,0.0,1.0,SELECT COUNT(DISTINCT r.idtbl_gst_rtn_r3b) AS state_jurisdiction_returns FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd WHERE j.division IS NOT NULL;,
51,GSTR-3B,simple,domain_specific,What is the total net SGST ITC available across all GSTR-3B returns?,SELECT SUM(n.samt) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_itc_elg e ON e.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_itc_elg_itc_net n ON n.idtbl_gst_rtn_r3b_itc_elg = e.idtbl_gst_rtn_r3b_itc_elg;,3,0,3,0,0.0,1.0,SELECT SUM(s.camt) AS total_net_sgst_itc FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_itc_elg itc_elg ON itc_elg.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_itc_elg_itc_avl s ON s.idtbl_gst_rtn_r3b_itc_elg = itc_elg.idtbl_gst_rtn_r3b_itc_elg;,
52,GSTR-3B,simple,domain_specific,What is the total value of inward supplies liable to reverse charge across all returns?,SELECT SUM(iv.txval) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_isuprev iv ON iv.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details;,3,3,3,0,1.0,1.0,SELECT SUM(txval) AS total_value FROM public.tbl_gst_rtn_r3b_sup_details_isuprev;,
53,GSTR-3B,simple,filtering,How many GSTR-3B returns were filed in financial year 2025-26?,SELECT COUNT(*) AS n FROM public.tbl_gst_rtn_r3b r JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period WHERE m.fy_flag = 9;,3,3,3,0,1.0,1.0,SELECT COUNT(*) AS total_returns FROM public.tbl_gst_rtn_r3b r JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period WHERE m.fy_flag = 9;,
54,GSTR-3B,simple,domain_specific,What is the total IGST paid through ITC across all GSTR-3B returns?,SELECT SUM(pi.i_pdi + pi.i_pdc + pi.i_pds) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_tx_pmt p ON p.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_itc pi ON pi.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt;,3,3,3,0,1.0,1.0,SELECT SUM(i_pdi) AS total_igst_paid_through_itc FROM public.tbl_gst_rtn_r3b_tx_pmt_pd_itc;,
55,GSTR-3B,simple,aggregation,How many distinct divisions appear in GSTR-3B returns?,SELECT COUNT(DISTINCT j.division) AS n FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd;,3,3,3,0,1.0,1.0,SELECT COUNT(DISTINCT d1.division) AS distinct_divisions FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON r.gstin = d.gstin JOIN common.mst_state_jurisdiction_code d1 ON d.stjd = d1.state_jur_code;,
56,GSTR-3B,simple,quirk,How many distinct ranges appear in GSTR-3B returns?,"SELECT COUNT(DISTINCT j.""range"") AS n FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd;",3,3,3,0,1.0,1.0,"SELECT COUNT(DISTINCT d2.""range"") AS distinct_ranges FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d1 ON d1.gstin = r.gstin JOIN common.mst_state_jurisdiction_code d2 ON d2.state_jur_code = d1.stjd;",
57,GSTR-3B,simple,aggregation,What is the average net SGST ITC available per GSTR-3B return?,SELECT AVG(n.samt) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_itc_elg e ON e.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_itc_elg_itc_net n ON n.idtbl_gst_rtn_r3b_itc_elg = e.idtbl_gst_rtn_r3b_itc_elg;,3,0,3,0,0.0,1.0,SELECT AVG(s.camt) AS avg_net_sgst_itc FROM ( SELECT SUM(camt) AS camt FROM public.tbl_gst_rtn_r3b_itc_elg_itc_avl ) s;,
58,GSTR-3B,simple,domain_specific,What is the total SGST paid in cash across all GSTR-3B returns?,SELECT SUM(pc.spd) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_tx_pmt p ON p.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_cash pc ON pc.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt;,3,3,3,0,1.0,1.0,SELECT SUM(cpd) AS total_sgst_paid_in_cash FROM public.tbl_gst_rtn_r3b_tx_pmt_pd_cash WHERE trans_typ = '30002';,
59,GSTR-3B,moderate,ranking,List the top 5 taxpayers by outward taxable value in FY 2025-26.,SELECT r.gstin FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period WHERE m.fy_flag = 9 GROUP BY r.gstin ORDER BY SUM(o.txval) DESC LIMIT 5;,3,3,3,0,1.0,1.0,"SELECT d.gstin, d.lgnmbzpan AS taxpayer_name, SUM(s.txval) AS total_outward_taxable_value FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_sup_details sd ON r.idtbl_gst_rtn_r3b = sd.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet s ON sd.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details JOIN common.t_all_delers_api_v_t d ON r.gstin = d.gstin JOIN common.mst_3bd_months_t m ON r.ret_period = m.ret_period_fl WHERE m.fy_flag = 9 GROUP BY d.gstin, d.lgnmbzpan ORDER BY total_outward_taxable_value DESC LIMIT 5;",
60,GSTR-3B,moderate,grouping,What is the total tax paid in cash for each approving authority?,"SELECT d.appr_auth, SUM(pc.ipd + pc.cpd + pc.spd + pc.cspd) AS v FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN public.tbl_gst_rtn_r3b_tx_pmt p ON p.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_cash pc ON pc.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt GROUP BY d.appr_auth;",3,0,3,0,0.0,1.0,"SELECT d.appr_auth, SUM(p.cpd + p.spd + p.cspd) AS total_tax_paid_in_cash FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON r.gstin = d.gstin JOIN public.tbl_gst_rtn_r3b_tx_pmt tp ON r.idtbl_gst_rtn_r3b = tp.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_cash p ON tp.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt_pd_cash GROUP BY d.appr_auth;",
61,GSTR-3B,moderate,grouping,What is the total outward taxable value for each division?,"SELECT j.division, SUM(o.txval) AS v FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details GROUP BY j.division;",3,3,3,0,1.0,1.0,"SELECT j.division, SUM(s.txval) AS total_outward_taxable_value FROM public.tbl_gst_rtn_r3b_sup_details_osupdet s JOIN public.tbl_gst_rtn_r3b r ON s.idtbl_gst_rtn_r3b_sup_details = r.idtbl_gst_rtn_r3b JOIN common.t_all_delers_api_v_t d ON r.gstin = d.gstin JOIN common.mst_state_jurisdiction_code j ON d.stjd = j.state_jur_code GROUP BY j.division;",
62,GSTR-3B,moderate,grouping,How many GSTR-3B returns were filed in each financial year?,"SELECT y.desc_year, COUNT(*) AS n FROM public.tbl_gst_rtn_r3b r JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period JOIN common.mst_fy_years_t y ON y.flag_fy = m.fy_flag GROUP BY y.desc_year;",3,0,3,0,0.0,1.0,"SELECT mst.fy_flag AS financial_year, COUNT(DISTINCT r.idtbl_gst_rtn_r3b) AS return_count FROM public.tbl_gst_rtn_r3b r JOIN common.mst_3bd_months_t mst ON r.ret_period = mst.ret_period_fl GROUP BY mst.fy_flag ORDER BY mst.fy_flag;",
