id,category,module,cat_hit,mod_hit,both_hit,mrr_cat,first_cat_rank,retrieved_ids,retrieved_cats,latency_ms
90,domain_specific,GSTR-7,1,1,1,0.3333,3,1095|1104|1057|1080|1227,grouping|join|domain_specific|aggregation|aggregation,185.04
91,aggregation,GSTR-7,1,1,1,1.0,1,1071|1073|1229|1126|1139,aggregation|aggregation|aggregation|quirk|having,181.19
92,aggregation,GSTR-7,1,1,1,1.0,1,1076|1079|1077|1096|1053,aggregation|aggregation|aggregation|grouping|domain_specific,191.72
93,aggregation,GSTR-7,1,1,1,1.0,1,1078|1225|1055|1094|1054,aggregation|subquery|domain_specific|grouping|domain_specific,188.35
94,join,GSTR-7,1,1,1,1.0,1,1104|1032|1142|1095|1106,join|ranking|grouping|grouping|join,186.93
95,join,GSTR-7,1,1,1,0.3333,3,1094|1033|1104|1095|1097,grouping|ranking|join|grouping|grouping,188.06
96,grouping,GSTR-7,1,1,1,1.0,1,1095|1142|1107|1093|1104,grouping|grouping|join|grouping|join,181.32
97,ranking,GSTR-7,1,1,1,1.0,1,1033|1095|1134|1107|1093,ranking|grouping|subquery|join|grouping,191.1
98,grouping,GSTR-7,1,1,0,0.3333,3,1117|1078|1091|1139|1119,filtering|aggregation|grouping|having|filtering,188.11
99,domain_specific,GSTR-7,1,1,1,1.0,1,1053|1058|1057|1080|1052,domain_specific|domain_specific|domain_specific|aggregation|domain_specific,196.87
100,aggregation,GSTR-7,1,1,1,1.0,1,1076|1079|1096|1077|1080,aggregation|aggregation|grouping|aggregation|aggregation,187.18
101,filtering,GSTR-7,1,1,1,1.0,1,1119|1117|1014|1091|1006,filtering|filtering|decode|grouping|decode,184.68
102,ranking,GSTR-7,1,1,1,1.0,1,1032|1034|1095|1104|1031,ranking|ranking|grouping|join|ranking,199.68
103,ranking,GSTR-7,1,1,1,0.2,5,1105|1104|1081|1142|1033,join|join|aggregation|grouping|ranking,201.0
104,join,GSTR-7,1,1,1,1.0,1,1104|1107|1142|1103|1095,join|join|grouping|join|grouping,188.49
105,domain_specific,GSTR-7,1,1,1,1.0,1,1054|1055|1222|1059|1056,domain_specific|domain_specific|aggregation|domain_specific|domain_specific,212.37
106,domain_specific,GSTR-7,1,1,1,1.0,1,1056|1059|1047|1048|1054,domain_specific|domain_specific|domain_specific|domain_specific|domain_specific,201.84
107,join,GSTR-7,1,1,1,0.3333,3,1096|1077|1106|1076|1079,grouping|aggregation|join|aggregation|aggregation,185.47
108,ranking,GSTR-7,1,1,1,1.0,1,1033|1035|1104|1141|1095,ranking|ranking|join|aggregation|grouping,188.43
109,join,GSTR-7,1,1,1,1.0,1,1104|1142|1033|1094|1095,join|grouping|ranking|grouping|grouping,193.36
110,having,GSTR-7,1,1,1,1.0,1,1230|1033|1139|1081|1134,having|ranking|having|aggregation|subquery,190.09
111,quirk,GSTR-7,1,1,1,1.0,1,1127|1125|1055|1054|1119,quirk|quirk|domain_specific|domain_specific|filtering,188.82
112,domain_specific,GSTR-7,1,1,1,1.0,1,1054|1055|1059|1222|1051,domain_specific|domain_specific|domain_specific|aggregation|domain_specific,192.52
113,aggregation,GSTREG,0,1,0,0.0,0,1233|1204|1206|1212|1208,grouping|grouping|filtering|having|decode,173.44
114,filtering,GSTREG,1,1,1,0.3333,3,1219|1233|1206|1236|1207,join|grouping|filtering|join|filtering,186.87
115,filtering,GSTREG,1,1,1,1.0,1,1207|1236|1231|1201|1219,filtering|join|filtering|filtering|join,186.04
116,domain_specific,GSTREG,1,1,1,1.0,1,1202|1211|1238|1203|1007,domain_specific|domain_specific|join|decode|decode,187.59
117,decode,GSTREG,1,1,1,0.3333,3,1212|1211|1208|1239|1203,having|domain_specific|decode|ranking|decode,181.09
118,decode,GSTREG,1,1,1,1.0,1,1203|1211|1232|1090|1233,decode|domain_specific|decode|grouping|grouping,191.35
119,grouping,GSTREG,1,1,1,0.5,2,1206|1233|1237|1204|1205,filtering|grouping|join|grouping|grouping,181.31
120,grouping,GSTREG,1,1,1,1.0,1,1204|1233|1208|1212|1205,grouping|grouping|decode|having|grouping,180.35
121,grouping,GSTREG,1,1,1,0.5,2,1201|1205|1206|1204|1211,filtering|grouping|filtering|grouping|domain_specific,191.25
122,filtering,GSTREG,1,1,1,0.5,2,1209|1207|1205|1231|1235,domain_specific|filtering|grouping|filtering|filtering,185.15
123,domain_specific,GSTREG,1,1,1,0.2,5,1206|1237|1235|1204|1209,filtering|join|filtering|grouping|domain_specific,181.44
124,join,GSTREG,1,1,1,0.25,4,1207|1027|1231|1219|1236,filtering|ranking|filtering|join|join,193.09
125,filtering,GSTREG,1,1,1,0.5,2,1209|1235|1205|1202|1226,domain_specific|filtering|grouping|domain_specific|filtering,181.7
126,decode,GSTREG,1,1,1,0.5,2,1234|1232|1203|1202|1211,filtering|decode|decode|domain_specific|domain_specific,192.86
127,subquery,GSTR-3B,1,1,1,1.0,1,1216|1126|1014|1117|1217,subquery|quirk|decode|filtering|having,200.0
128,decode,GSTR-3B,1,1,1,1.0,1,1213|1214|1215|1024|1243,decode|decode|having|ranking|ranking,190.52
129,aggregation,GSTR-3B,1,1,1,0.2,5,1048|1220|1047|1056|1069,domain_specific|domain_specific|domain_specific|domain_specific|aggregation,188.24
130,domain_specific,GSTR-3B,1,1,1,0.3333,3,1221|1239|1047|1048|1220,filtering|ranking|domain_specific|domain_specific|domain_specific,192.15
131,subquery,GSTR-3B,1,1,1,1.0,1,1225|1221|1202|1097|1216,subquery|filtering|domain_specific|grouping|subquery,201.05
132,filtering,GSTR-3B,1,1,1,1.0,1,1114|1241|1132|1050|1008,filtering|aggregation|subquery|domain_specific|decode,195.96
133,subquery,GSTR-3B,1,1,0,1.0,1,1225|1050|1071|1073|1091,subquery|domain_specific|aggregation|aggregation|grouping,185.32
134,decode,GSTR-3B,1,1,1,1.0,1,1213|1214|1215|1015|1092,decode|decode|having|decode|grouping,194.88
135,having,GSTR-3B,1,1,1,0.5,2,1027|1138|1091|1217|1219,ranking|having|grouping|having|join,184.32
136,having,GSTR-3B,0,1,0,0.0,0,1131|1023|1240|1009|1087,subquery|ranking|join|decode|grouping,206.55
137,domain_specific,GSTR-3B,1,1,1,1.0,1,1045|1046|1242|1050|1074,domain_specific|domain_specific|domain_specific|domain_specific|aggregation,218.17
138,aggregation,GSTR-3B,1,1,1,0.5,2,1214|1072|1092|1132|1070,decode|aggregation|grouping|subquery|aggregation,182.51
139,grouping,GSTR-3B,0,1,0,0.0,0,1241|1050|1036|1038|1120,aggregation|domain_specific|domain_specific|domain_specific|quirk,195.68
140,aggregation,GSTR-3B,1,1,1,1.0,1,1241|1050|1072|1051|1046,aggregation|domain_specific|aggregation|domain_specific|domain_specific,214.57
141,domain_specific,GSTR-3B,1,1,1,1.0,1,1242|1045|1046|1050|1069,domain_specific|domain_specific|domain_specific|domain_specific|aggregation,212.68
142,subquery,GSTR-3B,1,1,1,1.0,1,1132|1140|1072|1133|1137,subquery|having|aggregation|subquery|having,189.66
143,quirk,GSTR-3B,1,1,1,0.3333,3,1216|1091|1125|1006|1202,subquery|grouping|quirk|decode|domain_specific,218.7
144,join,GSTR-3B,1,1,0,0.5,2,1207|1236|1091|1115|1231,filtering|join|grouping|filtering|filtering,182.88
145,domain_specific,GSTR-7,1,1,1,1.0,1,1223|1056|1059|1054|1109,domain_specific|domain_specific|domain_specific|domain_specific|join,198.73
146,aggregation,GSTR-7,1,1,1,0.2,5,1056|1059|1054|1055|1222,domain_specific|domain_specific|domain_specific|domain_specific|aggregation,230.85
147,subquery,GSTR-7,0,1,0,0.0,0,1223|1139|1109|1033|1035,domain_specific|having|join|ranking|ranking,183.02
148,filtering,GSTR-7,1,1,1,0.3333,3,1225|1078|1119|1056|1055,subquery|aggregation|filtering|domain_specific|domain_specific,182.17
149,having,GSTR-7,1,1,1,1.0,1,1230|1226|1229|1139|1081,having|filtering|aggregation|having|aggregation,197.2
150,having,GSTR-7,1,1,1,1.0,1,1230|1229|1139|1228|1226,having|aggregation|having|filtering|filtering,191.63
151,aggregation,GSTR-7,1,1,1,1.0,1,1227|1141|1075|1058|1142,aggregation|aggregation|aggregation|domain_specific|grouping,202.7
152,domain_specific,GSTR-7,1,1,1,0.3333,3,1227|1228|1057|1104|1095,aggregation|filtering|domain_specific|join|grouping,195.55
153,ranking,GSTR-7,1,1,1,0.3333,3,1141|1142|1035|1017|1022,aggregation|grouping|ranking|ranking|ranking,199.49
154,aggregation,GSTR-7,1,1,1,1.0,1,1077|1096|1079|1076|1081,aggregation|grouping|aggregation|aggregation|aggregation,181.04
155,join,GSTR-7,0,1,0,0.0,0,1093|1142|1052|1141|1075,grouping|grouping|domain_specific|aggregation|aggregation,214.98
156,quirk,GSTR-7,0,1,0,0.0,0,1119|1117|1014|1091|1006,filtering|filtering|decode|grouping|decode,191.77
157,filtering,GSTREG,1,1,1,0.5,2,1202|1207|1231|1209|1236,domain_specific|filtering|filtering|domain_specific|join,183.15
158,domain_specific,GSTREG,0,1,0,0.0,0,1207|1236|1231|1218|1212,filtering|join|filtering|join|having,186.3
159,domain_specific,GSTREG,0,1,0,0.0,0,1207|1234|1236|1231|1127,filtering|filtering|join|filtering|quirk,186.48
160,join,GSTREG,1,1,1,1.0,1,1219|1237|1027|1216|1091,join|join|ranking|subquery|grouping,183.23
161,join,GSTREG,1,1,1,1.0,1,1218|1063|1043|1212|1233,join|aggregation|domain_specific|having|grouping,208.73
162,grouping,GSTREG,1,1,1,0.5,2,1115|1091|1006|1014|1233,filtering|grouping|decode|decode|grouping,191.29
163,ranking,GSTREG,1,1,1,1.0,1,1024|1070|1072|1132|1239,ranking|aggregation|aggregation|subquery|ranking,189.48
164,join,GSTREG,0,1,0,0.0,0,1216|1014|1202|1027|1207,subquery|decode|domain_specific|ranking|filtering,195.7
165,domain_specific,GSTREG,0,1,0,0.0,0,1206|1237|1207|1236|1231,filtering|join|filtering|join|filtering,187.32
166,decode,GSTREG,1,1,1,0.5,2,1212|1232|1239|1202|1203,having|decode|ranking|domain_specific|decode,182.45
167,having,GSTREG,1,1,1,1.0,1,1212|1138|1204|1137|1136,having|having|grouping|having|having,190.2
168,ranking,GSTREG,1,1,1,0.25,4,1233|1204|1212|1239|1027,grouping|grouping|having|ranking|ranking,185.6
169,join,GSTREG,1,1,1,0.5,2,1202|1238|1218|1027|1037,domain_specific|join|join|ranking|domain_specific,205.82
170,filtering,GSTREG,1,1,1,0.3333,3,1233|1204|1206|1212|1218,grouping|grouping|filtering|having|join,174.29
171,subquery,EWB,1,1,1,1.0,1,1128|1113|1130|1061|1038,subquery|filtering|subquery|aggregation|domain_specific,197.13
172,having,EWB,1,1,1,1.0,1,1136|1022|1020|1100|1063,having|ranking|ranking|join|aggregation,193.22
