id,module,difficulty,category,question,gold_sql,runs,ex_passes,ver_passes,em_passes,ex_rate,ver_rate,last_pred_sql,last_error
2011,GSTR-3B,moderate,grouping,What is the total cess payable on outward supplies for each division?,"SELECT j.division, SUM(o.csamt) AS v FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details GROUP BY j.division;",1,1,1,1,1.0,1.0,"SELECT j.division, SUM(o.csamt) AS v FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd JOIN public.tbl_gst_rtn_r3b_sup_details s ON s.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = s.idtbl_gst_rtn_r3b_sup_details GROUP BY j.division;",
2012,GSTR-3B,challenging,decode,What is the total SGST paid in cash per quarter in financial year 2025-26?,"SELECT MAX(m.quarter) AS quarter, SUM(pc.spd) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_tx_pmt p ON p.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_cash pc ON pc.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period WHERE m.fy_flag = 9 GROUP BY m.quarter_all_mnths;",1,1,1,1,1.0,1.0,"SELECT MAX(m.quarter) AS quarter, SUM(pc.spd) AS v FROM public.tbl_gst_rtn_r3b r JOIN public.tbl_gst_rtn_r3b_tx_pmt p ON p.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_cash pc ON pc.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period WHERE m.fy_flag = 9 GROUP BY m.quarter_all_mnths;",
2013,GSTREG,simple,aggregation,How many distinct constitutions of business appear among registered taxpayers?,SELECT COUNT(DISTINCT d.cobz) AS n FROM common.t_all_delers_api_v_t d;,1,1,1,1,1.0,1.0,SELECT COUNT(DISTINCT d.cobz) AS n FROM common.t_all_delers_api_v_t d;,
2014,GSTREG,simple,filtering,How many taxpayers have an unknown (NA) risk profile?,SELECT COUNT(*) AS n FROM common.t_all_delers_api_v_t d WHERE d.risk_profile = 'NA';,1,1,1,1,1.0,1.0,"SELECT COUNT(*) AS n
FROM common.t_all_delers_api_v_t d
WHERE d.risk_profile = 'NA';",
2015,GSTREG,moderate,decode,What is the division and range for the taxpayer Sangh Textiles Ltd?,"SELECT j.division, j.""range"" FROM common.t_all_delers_api_v_t d JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd WHERE d.trdnm ILIKE '%Sangh Textiles%';",1,1,1,0,1.0,1.0,"SELECT j.division, j.""range""
FROM common.t_all_delers_api_v_t d
JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd
WHERE d.trdnm ILIKE '%Sangh Textiles Ltd%'
LIMIT 100;",
2016,GSTREG,moderate,domain_specific,What is the PAN number of the taxpayer Gujarat Cement Ltd?,SELECT d.pan_num FROM common.t_all_delers_api_v_t d WHERE d.trdnm ILIKE '%Gujarat Cement%';,1,1,1,0,1.0,1.0,SELECT d.pan_num FROM common.t_all_delers_api_v_t d WHERE d.trdnm ILIKE '%Gujarat Cement Ltd%';,
2017,GSTREG,moderate,filtering,List the trade names of taxpayers registered under CENTER approving authority.,SELECT d.trdnm FROM common.t_all_delers_api_v_t d WHERE d.appr_auth = 'CENTER' ORDER BY d.trdnm;,1,1,1,0,1.0,1.0,"SELECT d.trdnm
FROM common.t_all_delers_api_v_t d
WHERE d.appr_auth = 'CENTER'
ORDER BY d.trdnm
LIMIT 100;",
2018,GSTREG,moderate,grouping,How many active taxpayers are there in each jurisdiction division?,"SELECT j.division, COUNT(*) AS n FROM common.t_all_delers_api_v_t d JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd WHERE d.canc_dt IS NULL GROUP BY j.division;",1,1,1,0,1.0,1.0,"SELECT j.division, COUNT(*) AS n
FROM common.t_all_delers_api_v_t d
JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd
WHERE d.canc_dt IS NULL
GROUP BY j.division
LIMIT 100;",
2019,GSTREG,challenging,join,What is the total net SGST ITC available claimed by taxpayers under CENTER approving authority?,SELECT SUM(n.samt) AS v FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin JOIN public.tbl_gst_rtn_r3b_itc_elg e ON e.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_itc_elg_itc_net n ON n.idtbl_gst_rtn_r3b_itc_elg = e.idtbl_gst_rtn_r3b_itc_elg WHERE d.appr_auth = 'CENTER';,1,1,1,1,1.0,1.0,"SELECT SUM(n.samt) AS v
FROM public.tbl_gst_rtn_r3b r
JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin
JOIN public.tbl_gst_rtn_r3b_itc_elg e ON e.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b
JOIN public.tbl_gst_rtn_r3b_itc_elg_itc_net n ON n.idtbl_gst_rtn_r3b_itc_elg = e.idtbl_gst_rtn_r3b_itc_elg
WHERE d.appr_auth = 'CENTER';",
2020,GSTREG,moderate,decode,Which jurisdiction range is the taxpayer Baroda Foods Ltd in?,"SELECT j.""range"" FROM common.t_all_delers_api_v_t d JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd WHERE d.trdnm ILIKE '%Baroda Foods%';",1,1,1,0,1.0,1.0,"SELECT j.""range""
FROM common.t_all_delers_api_v_t d
JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd
WHERE d.trdnm ILIKE '%Baroda Foods Ltd%';",
2021,GSTREG,challenging,join,How many GSTR-3B returns were filed by taxpayers with a medium risk profile?,SELECT COUNT(*) AS n FROM public.tbl_gst_rtn_r3b r JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin WHERE d.risk_profile ILIKE 'MEDIUM%';,1,1,1,0,1.0,1.0,"SELECT COUNT(*) AS n
FROM public.tbl_gst_rtn_r3b r
JOIN common.t_all_delers_api_v_t d ON d.gstin = r.gstin
WHERE d.risk_profile = 'MEDIUM_RISK(5.00)';",
2022,GSTREG,moderate,domain_specific,What are the trade names of taxpayers in Division 1 (ABD)?,SELECT d.trdnm FROM common.t_all_delers_api_v_t d JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd WHERE j.division = 'Division 1 (ABD)' ORDER BY d.trdnm;,1,1,1,0,1.0,1.0,"SELECT d.trdnm
FROM common.t_all_delers_api_v_t d
JOIN common.mst_state_jurisdiction_code j ON j.state_jur_code = d.stjd
WHERE j.division = 'Division 1 (ABD)'
LIMIT 100;",
2023,EWB,moderate,filtering,What is the total assessable value of currently active e-way bills?,SELECT SUM(assval) AS v FROM public.tbl_ewb_parta_ewb WHERE status = 'ACT';,1,1,1,0,1.0,1.0,"SELECT SUM(assval) AS total_assessable_value
FROM public.tbl_ewb_parta_ewb
WHERE status = 'ACT';",
2024,EWB,moderate,quirk,How many e-way bills have a declared travel distance above 100 km?,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb WHERE CAST(travdist AS INTEGER) > 100;,1,1,1,0,1.0,1.0,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb WHERE CAST(travdist AS numeric) > 100;,
2025,EWB,moderate,domain_specific,What is the average IGST value on inter-state e-way bills?,SELECT AVG(igstval) AS v FROM public.tbl_ewb_parta_ewb WHERE frstat <> tostat;,1,1,1,0,1.0,1.0,SELECT AVG(igstval) AS avg_igst FROM public.tbl_ewb_parta_ewb WHERE frstat <> tostat;,
2026,EWB,moderate,ranking,Which 3 consignee states received the highest total assessable value of goods?,SELECT tostat FROM public.tbl_ewb_parta_ewb GROUP BY tostat ORDER BY SUM(assval) DESC LIMIT 3;,1,1,1,1,1.0,1.0,"SELECT tostat
FROM public.tbl_ewb_parta_ewb
GROUP BY tostat
ORDER BY SUM(assval) DESC
LIMIT 3;",
2027,EWB,moderate,filtering,How many e-way bill item lines have an IGST rate above 12 percent?,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb_itemlist WHERE igstrt > 12;,1,1,1,1,1.0,1.0,SELECT COUNT(*) AS n FROM public.tbl_ewb_parta_ewb_itemlist WHERE igstrt > 12;,
2028,GSTR-7,simple,aggregation,How many distinct deductees appear across GSTR-7 TDS records?,SELECT COUNT(DISTINCT t.gstin_ded) AS n FROM public.tbl_gst_rtn_r7_tds t;,1,1,1,1,1.0,1.0,"SELECT COUNT(DISTINCT t.gstin_ded) AS n
FROM public.tbl_gst_rtn_r7_tds t;",
2029,GSTR-7,moderate,domain_specific,What is the total CGST TDS withheld across all GSTR-7 returns?,SELECT SUM(t.camt) AS v FROM public.tbl_gst_rtn_r7_tds t;,1,1,1,0,1.0,1.0,SELECT SUM(camt) AS v FROM public.tbl_gst_rtn_r7_tds;,
2030,GSTR-7,moderate,grouping,What is the total TDS (IGST + CGST + SGST) withheld by each deductor?,"SELECT g.gstin, SUM(t.iamt + t.camt + t.samt) AS v FROM public.tbl_gst_rtn_r7 g JOIN public.tbl_gst_rtn_r7_tds t ON t.tbl_gst_rtn_r7 = g.idtbl_gst_rtn_r7 GROUP BY g.gstin;",1,1,1,0,1.0,1.0,"SELECT
    r.gstin,
    SUM(t.iamt + t.camt + t.samt) AS v
FROM public.tbl_gst_rtn_r7 r
JOIN public.tbl_gst_rtn_r7_tds t ON t.tbl_gst_rtn_r7 = r.idtbl_gst_rtn_r7
GROUP BY r.gstin
LIMIT 100;",
2031,GSTR-7,challenging,ranking,Which deductor withheld the most total TDS?,SELECT g.gstin FROM public.tbl_gst_rtn_r7 g JOIN public.tbl_gst_rtn_r7_tds t ON t.tbl_gst_rtn_r7 = g.idtbl_gst_rtn_r7 GROUP BY g.gstin ORDER BY SUM(t.iamt + t.camt + t.samt) DESC LIMIT 1;,1,1,1,0,1.0,1.0,"SELECT r.gstin AS deductor_gstin, SUM(t.iamt + t.camt + t.samt) AS total_tds_withheld
FROM public.tbl_gst_rtn_r7 r
JOIN public.tbl_gst_rtn_r7_tds t ON t.tbl_gst_rtn_r7 = r.idtbl_gst_rtn_r7
GROUP BY r.gstin
ORDER BY total_tds_withheld DESC
LIMIT 1;",
2032,GSTR-7,moderate,aggregation,How many distinct liability IDs appear across GSTR-7 tax-payable records?,SELECT COUNT(DISTINCT liab_id) AS n FROM public.tbl_gst_rtn_r7_tax_pay;,1,1,1,0,1.0,1.0,"SELECT COUNT(DISTINCT tp.liab_id) AS n
FROM public.tbl_gst_rtn_r7_tax_pay tp;",
2033,GSTR-3B,challenging,subquery,How many taxpayers filed a GSTR-3B return in May 2025 but not in June 2025?,SELECT COUNT(*) AS n FROM (SELECT r.gstin FROM public.tbl_gst_rtn_r3b r WHERE r.ret_period = '052025' EXCEPT SELECT r2.gstin FROM public.tbl_gst_rtn_r3b r2 WHERE r2.ret_period = '062025') q;,1,1,1,0,1.0,1.0,"SELECT COUNT(DISTINCT r_may.gstin) AS n
FROM public.tbl_gst_rtn_r3b r_may
WHERE r_may.ret_period = '052025'
  AND NOT EXISTS (
    SELECT 1
    FROM public.tbl_gst_rtn_r3b r_jun
    WHERE r_jun.gstin = r_may.gstin
      AND r_jun.ret_period = '062025'
  );",
2034,GSTR-3B,challenging,decode,What is the total outward taxable value reported in the month named August of financial year 2024-25?,SELECT SUM(o.txval) AS v FROM public.tbl_gst_rtn_r3b r JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period JOIN common.mst_fy_years_t y ON y.flag_fy = m.fy_flag JOIN public.tbl_gst_rtn_r3b_sup_details sd ON sd.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = sd.idtbl_gst_rtn_r3b_sup_details WHERE m.month_desc = 'August' AND y.desc_year = '2024-25';,1,1,1,0,1.0,1.0,"SELECT SUM(o.txval) AS total_outward_taxable_value
FROM public.tbl_gst_rtn_r3b r
JOIN common.mst_3bd_months_t m ON m.ret_period_fl = r.ret_period
JOIN common.mst_fy_years_t y ON y.flag_fy = m.fy_flag
JOIN public.tbl_gst_rtn_r3b_sup_details sd ON sd.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b
JOIN public.tbl_gst_rtn_r3b_sup_details_osupdet o ON o.idtbl_gst_rtn_r3b_sup_details = sd.idtbl_gst_rtn_r3b_sup_details
WHERE m.month_desc = 'August'
  AND y.desc_year = '2024-25';",
2035,GSTR-7,moderate,aggregation,What is the total tax paid in cash (IGST + CGST + SGST) for GSTR-7 returns of the period November 2025?,SELECT SUM(c.igst_tx + c.cgst_tx + c.sgst_tx) AS v FROM public.tbl_gst_rtn_r7 r JOIN public.tbl_gst_rtn_r7_tax_paid tp ON tp.tbl_gst_rtn_r7 = r.idtbl_gst_rtn_r7 JOIN public.tbl_gst_rtn_r7_tax_paid_pd_by_cash c ON c.idtbl_gst_rtn_r7_tax_paid = tp.idtbl_gst_rtn_r7_tax_paid WHERE r.fp = '112025';,1,1,1,1,1.0,1.0,"SELECT SUM(c.igst_tx + c.cgst_tx + c.sgst_tx) AS v
FROM public.tbl_gst_rtn_r7 r
JOIN public.tbl_gst_rtn_r7_tax_paid tp ON tp.tbl_gst_rtn_r7 = r.idtbl_gst_rtn_r7
JOIN public.tbl_gst_rtn_r7_tax_paid_pd_by_cash c ON c.idtbl_gst_rtn_r7_tax_paid = tp.idtbl_gst_rtn_r7_tax_paid
WHERE r.fp = '112025';",
2036,GSTR-7,challenging,subquery,How many deductors have at least one GSTR-7 return with no tax-paid record?,SELECT COUNT(DISTINCT r.gstin) AS n FROM public.tbl_gst_rtn_r7 r WHERE NOT EXISTS (SELECT 1 FROM public.tbl_gst_rtn_r7_tax_paid p WHERE p.tbl_gst_rtn_r7 = r.idtbl_gst_rtn_r7);,1,1,1,0,1.0,1.0,"SELECT COUNT(DISTINCT r.gstin) AS n
FROM public.tbl_gst_rtn_r7 r
WHERE NOT EXISTS (
    SELECT 1
    FROM public.tbl_gst_rtn_r7_tax_paid tp
    WHERE tp.tbl_gst_rtn_r7 = r.idtbl_gst_rtn_r7
)",
2037,GSTREG,simple,filtering,What is the GSTIN of the casual dealer?,SELECT d.gstin FROM common.t_all_delers_api_v_t d WHERE d.iscasdl = 'Y';,1,1,1,0,1.0,1.0,"SELECT d.gstin
FROM common.t_all_delers_api_v_t d
WHERE d.iscasdl = 'Y'
LIMIT 100;",
2038,GSTREG,challenging,domain_specific,How many taxpayers have a registration end date recorded but no cancellation date?,SELECT COUNT(*) AS n FROM common.t_all_delers_api_v_t d WHERE d.rgtodt IS NOT NULL AND d.canc_dt IS NULL;,1,1,1,1,1.0,1.0,"SELECT COUNT(*) AS n
FROM common.t_all_delers_api_v_t d
WHERE d.rgtodt IS NOT NULL
  AND d.canc_dt IS NULL;",
2039,GSTREG,challenging,join,How many registered taxpayers have never filed any GSTR-3B return?,SELECT COUNT(*) AS n FROM common.t_all_delers_api_v_t d WHERE NOT EXISTS (SELECT 1 FROM public.tbl_gst_rtn_r3b r WHERE r.gstin = d.gstin);,1,1,1,1,1.0,1.0,"SELECT COUNT(*) AS n
FROM common.t_all_delers_api_v_t d
WHERE NOT EXISTS (
    SELECT 1
    FROM public.tbl_gst_rtn_r3b r
    WHERE r.gstin = d.gstin
);",
2040,GSTR-3B,moderate,domain_specific,What is the total CGST amount of ITC reversed across all GSTR-3B returns?,SELECT SUM(v.camt) AS v FROM public.tbl_gst_rtn_r3b_itc_elg_itc_rev v;,1,1,1,0,1.0,1.0,SELECT SUM(g.camt) AS v FROM public.tbl_gst_rtn_r3b_itc_elg_itc_rev g;,
2041,GSTR-3B,moderate,aggregation,What is the total CGST interest paid in cash across all GSTR-3B returns?,SELECT SUM(pc.c_intrpd) AS v FROM public.tbl_gst_rtn_r3b_tx_pmt_pd_cash pc;,1,1,1,0,1.0,1.0,"SELECT SUM(pc.c_intrpd) AS v
FROM public.tbl_gst_rtn_r3b r
JOIN public.tbl_gst_rtn_r3b_tx_pmt p ON p.idtbl_gst_rtn_r3b = r.idtbl_gst_rtn_r3b
JOIN public.tbl_gst_rtn_r3b_tx_pmt_pd_cash pc ON pc.idtbl_gst_rtn_r3b_tx_pmt = p.idtbl_gst_rtn_r3b_tx_pmt;",
