id,category,module,cat_hit,mod_hit,both_hit,mrr_cat,first_cat_rank,retrieved_ids,retrieved_cats,latency_ms
45,domain_specific,GSTR-3B,1,1,1,0.5,2,1004|1049|1005|1015|1224,decode|domain_specific|decode|decode|aggregation,195.69
46,domain_specific,GSTR-3B,0,1,0,0.0,0,1072|1070|1132|1114|1092,aggregation|aggregation|subquery|filtering|grouping,198.24
47,domain_specific,GSTR-3B,1,1,1,1.0,1,1051|1068|1055|1047|1069,domain_specific|aggregation|domain_specific|domain_specific|aggregation,187.72
48,domain_specific,GSTR-3B,1,1,1,1.0,1,1048|1044|1051|1047|1054,domain_specific|domain_specific|domain_specific|domain_specific|domain_specific,197.75
49,filtering,GSTR-3B,1,1,1,0.5,2,1091|1115|1237|1014|1006,grouping|filtering|join|decode|decode,184.08
50,filtering,GSTR-3B,1,1,1,0.3333,3,1091|1237|1115|1014|1006,grouping|join|filtering|decode|decode,182.75
51,domain_specific,GSTR-3B,1,1,1,1.0,1,1046|1045|1074|1050|1051,domain_specific|domain_specific|aggregation|domain_specific|domain_specific,195.91
52,domain_specific,GSTR-3B,1,1,1,0.3333,3,1008|1241|1050|1069|1072,decode|aggregation|domain_specific|aggregation|aggregation,192.45
53,filtering,GSTR-3B,1,1,0,0.25,4,1014|1006|1091|1119|1216,decode|decode|grouping|filtering|subquery,187.63
54,domain_specific,GSTR-3B,1,1,1,1.0,1,1046|1048|1051|1045|1044,domain_specific|domain_specific|domain_specific|domain_specific|domain_specific,194.61
55,aggregation,GSTR-3B,1,1,1,1.0,1,1073|1071|1126|1115|1091,aggregation|aggregation|quirk|filtering|grouping,186.66
56,quirk,GSTR-3B,1,1,1,1.0,1,1126|1073|1071|1026|1091,quirk|aggregation|aggregation|ranking|grouping,181.26
57,aggregation,GSTR-3B,1,1,1,1.0,1,1074|1046|1068|1045|1089,aggregation|domain_specific|aggregation|domain_specific|grouping,189.84
58,domain_specific,GSTR-3B,1,1,1,1.0,1,1047|1048|1051|1068|1059,domain_specific|domain_specific|domain_specific|aggregation|domain_specific,196.66
59,ranking,GSTR-3B,1,1,1,1.0,1,1025|1023|1214|1215|1213,ranking|ranking|decode|having|decode,194.87
60,grouping,GSTR-3B,1,1,1,1.0,1,1088|1109|1059|1056|1206,grouping|join|domain_specific|domain_specific|filtering,181.5
61,grouping,GSTR-3B,1,1,1,1.0,1,1092|1024|1133|1137|1210,grouping|ranking|subquery|having|join,185.17
62,grouping,GSTR-3B,1,1,1,1.0,1,1091|1006|1014|1115|1114,grouping|decode|decode|filtering|filtering,193.35
63,aggregation,GSTR-3B,1,1,1,0.5,2,1214|1072|1092|1132|1213,decode|aggregation|grouping|subquery|decode,189.7
64,ranking,GSTR-3B,1,1,1,1.0,1,1026|1239|1115|1091|1126,ranking|ranking|filtering|grouping|quirk,189.0
65,domain_specific,GSTR-3B,1,1,1,1.0,1,1045|1046|1074|1050|1242,domain_specific|domain_specific|aggregation|domain_specific|domain_specific,204.54
66,filtering,GSTR-3B,1,1,1,0.25,4,1050|1091|1241|1114|1115,domain_specific|grouping|aggregation|filtering|filtering,180.84
67,grouping,GSTR-3B,1,1,1,1.0,1,1092|1088|1072|1024|1210,grouping|grouping|aggregation|ranking|join,200.82
68,domain_specific,GSTR-3B,1,1,1,1.0,1,1051|1097|1055|1047|1054,domain_specific|grouping|domain_specific|domain_specific|domain_specific,208.54
69,grouping,GSTR-3B,1,1,1,1.0,1,1090|1087|1028|1004|1029,grouping|grouping|ranking|decode|ranking,183.82
70,grouping,GSTR-3B,1,1,1,0.5,2,1237|1091|1115|1014|1006,join|grouping|filtering|decode|decode,190.98
71,decode,GSTR-3B,1,1,1,1.0,1,1001|1002|1010|1047|1059,decode|decode|decode|domain_specific|domain_specific,196.06
72,ranking,GSTR-3B,1,1,1,1.0,1,1025|1092|1023|1024|1016,ranking|grouping|ranking|ranking|ranking,187.11
73,decode,GSTR-3B,1,1,1,1.0,1,1214|1012|1092|1213|1049,decode|decode|grouping|decode|domain_specific,201.14
74,decode,GSTR-3B,1,1,1,1.0,1,1214|1015|1092|1213|1049,decode|decode|grouping|decode|domain_specific,191.34
75,ranking,GSTR-3B,1,1,1,1.0,1,1024|1239|1029|1109|1137,ranking|ranking|ranking|join|having,177.28
76,grouping,GSTR-3B,1,1,1,1.0,1,1090|1097|1010|1049|1222,grouping|grouping|decode|domain_specific|aggregation,202.29
77,subquery,GSTR-3B,1,1,1,0.5,2,1214|1133|1012|1132|1131,decode|subquery|decode|subquery|subquery,203.76
78,decode,GSTR-3B,1,1,1,1.0,1,1012|1138|1008|1010|1237,decode|having|decode|decode|join,186.32
79,ranking,GSTR-3B,1,1,1,1.0,1,1023|1025|1049|1015|1010,ranking|ranking|domain_specific|decode|decode,202.23
80,grouping,GSTR-3B,1,1,1,1.0,1,1087|1089|1090|1064|1028,grouping|grouping|grouping|aggregation|ranking,185.93
81,aggregation,GSTR-7,1,1,1,0.3333,3,1091|1119|1078|1117|1139,grouping|filtering|aggregation|filtering|having,186.44
82,aggregation,GSTR-7,1,1,1,1.0,1,1081|1077|1227|1105|1226,aggregation|aggregation|aggregation|join|filtering,174.5
83,domain_specific,GSTR-7,1,1,1,1.0,1,1052|1055|1103|1104|1054,domain_specific|domain_specific|join|join|domain_specific,199.37
84,aggregation,GSTR-7,1,1,1,0.3333,3,1139|1117|1229|1073|1071,having|filtering|aggregation|aggregation|aggregation,185.17
85,aggregation,GSTR-7,1,1,1,1.0,1,1229|1230|1081|1105|1094,aggregation|having|aggregation|join|grouping,190.05
86,aggregation,GSTR-7,1,1,1,0.2,5,1094|1096|1118|1105|1077,grouping|grouping|filtering|join|aggregation,188.74
87,aggregation,GSTR-7,1,1,1,0.5,2,1096|1077|1076|1079|1094,grouping|aggregation|aggregation|aggregation|grouping,182.16
88,domain_specific,GSTR-7,1,1,1,0.5,2,1093|1052|1053|1058|1118,grouping|domain_specific|domain_specific|domain_specific|filtering,192.77
89,domain_specific,GSTR-7,1,1,1,1.0,1,1052|1058|1093|1075|1053,domain_specific|domain_specific|grouping|aggregation|domain_specific,194.29
90,domain_specific,GSTR-7,1,1,1,0.3333,3,1095|1104|1057|1080|1227,grouping|join|domain_specific|aggregation|aggregation,191.75
91,aggregation,GSTR-7,1,1,0,1.0,1,1071|1139|1073|1091|1126,aggregation|having|aggregation|grouping|quirk,179.25
92,aggregation,GSTR-7,1,1,1,1.0,1,1076|1079|1096|1106|1057,aggregation|aggregation|grouping|join|domain_specific,187.65
93,aggregation,GSTR-7,1,1,1,1.0,1,1078|1091|1055|1225|1054,aggregation|grouping|domain_specific|subquery|domain_specific,194.45
94,join,GSTR-7,1,1,1,0.5,2,1032|1104|1095|1142|1105,ranking|join|grouping|grouping|join,193.17
95,join,GSTR-7,1,1,1,0.5,2,1094|1104|1095|1033|1103,grouping|join|grouping|ranking|join,178.77
96,grouping,GSTR-7,1,1,1,1.0,1,1095|1104|1142|1105|1093,grouping|join|grouping|join|grouping,188.47
97,ranking,GSTR-7,1,1,1,1.0,1,1033|1134|1095|1035|1104,ranking|subquery|grouping|ranking|join,188.12
98,grouping,GSTR-7,1,1,0,0.2,5,1139|1073|1117|1071|1091,having|aggregation|filtering|aggregation|grouping,179.86
99,domain_specific,GSTR-7,1,1,1,1.0,1,1053|1058|1057|1080|1052,domain_specific|domain_specific|domain_specific|aggregation|domain_specific,196.97
100,aggregation,GSTR-7,1,1,1,1.0,1,1079|1076|1096|1106|1080,aggregation|aggregation|grouping|join|aggregation,191.73
101,filtering,GSTR-7,1,1,1,1.0,1,1119|1117|1014|1006|1127,filtering|filtering|decode|decode|quirk,187.01
102,ranking,GSTR-7,1,1,1,1.0,1,1032|1034|1031|1095|1104,ranking|ranking|ranking|grouping|join,201.53
103,ranking,GSTR-7,1,1,1,0.25,4,1105|1104|1095|1033|1081,join|join|grouping|ranking|aggregation,188.79
104,join,GSTR-7,1,1,1,1.0,1,1107|1103|1104|1095|1142,join|join|join|grouping|grouping,196.18
105,domain_specific,GSTR-7,1,1,1,1.0,1,1054|1055|1222|1097|1059,domain_specific|domain_specific|aggregation|grouping|domain_specific,209.24
106,domain_specific,GSTR-7,1,1,1,1.0,1,1056|1059|1054|1048|1047,domain_specific|domain_specific|domain_specific|domain_specific|domain_specific,214.48
107,join,GSTR-7,1,1,1,0.5,2,1096|1106|1077|1094|1079,grouping|join|aggregation|grouping|aggregation,193.36
108,ranking,GSTR-7,1,1,1,1.0,1,1033|1104|1035|1105|1095,ranking|join|ranking|join|grouping,201.21
109,join,GSTR-7,1,1,1,1.0,1,1104|1095|1142|1094|1105,join|grouping|grouping|grouping|join,210.19
110,having,GSTR-7,1,1,1,0.5,2,1105|1230|1094|1095|1033,join|having|grouping|grouping|ranking,192.1
111,quirk,GSTR-7,1,1,1,1.0,1,1127|1125|1091|1119|1055,quirk|quirk|grouping|filtering|domain_specific,202.62
112,domain_specific,GSTR-7,1,1,1,1.0,1,1054|1055|1059|1051|1222,domain_specific|domain_specific|domain_specific|domain_specific|aggregation,199.53
113,aggregation,GSTREG,0,1,0,0.0,0,1233|1204|1206|1212|1012,grouping|grouping|filtering|having|decode,218.31
114,filtering,GSTREG,1,1,1,0.5,2,1233|1206|1212|1012|1219,grouping|filtering|having|decode|join,190.43
115,filtering,GSTREG,1,1,1,0.5,2,1236|1207|1231|1233|1206,join|filtering|filtering|grouping|filtering,190.59
116,domain_specific,GSTREG,1,1,1,1.0,1,1202|1041|1222|1203|1240,domain_specific|domain_specific|aggregation|decode|join,192.35
117,decode,GSTREG,1,1,1,0.5,2,1211|1203|1212|1210|1041,domain_specific|decode|having|join|domain_specific,187.43
118,decode,GSTREG,1,1,1,1.0,1,1203|1211|1137|1041|1090,decode|domain_specific|having|domain_specific|grouping,265.78
119,grouping,GSTREG,1,1,1,0.5,2,1206|1233|1237|1204|1212,filtering|grouping|join|grouping|having,188.99
120,grouping,GSTREG,1,1,1,1.0,1,1204|1212|1233|1208|1133,grouping|having|grouping|decode|subquery,234.92
121,grouping,GSTREG,1,1,1,0.5,2,1201|1204|1233|1212|1205,filtering|grouping|grouping|having|grouping,204.26
122,filtering,GSTREG,1,1,1,0.3333,3,1209|1205|1207|1235|1231,domain_specific|grouping|filtering|filtering|filtering,193.07
123,domain_specific,GSTREG,0,1,0,0.0,0,1206|1237|1204|1233|1235,filtering|join|grouping|grouping|filtering,195.12
124,join,GSTREG,1,1,1,0.3333,3,1207|1027|1219|1236|1231,filtering|ranking|join|join|filtering,229.35
125,filtering,GSTREG,1,1,1,0.5,2,1209|1235|1205|1202|1025,domain_specific|filtering|grouping|domain_specific|ranking,205.65
126,decode,GSTREG,1,1,1,0.5,2,1234|1232|1203|1202|1222,filtering|decode|decode|domain_specific|aggregation,276.84
127,subquery,GSTR-3B,1,1,1,1.0,1,1216|1125|1044|1014|1127,subquery|quirk|domain_specific|decode|quirk,212.18
128,decode,GSTR-3B,1,1,1,1.0,1,1214|1213|1024|1243|1070,decode|decode|ranking|ranking|aggregation,205.75
129,aggregation,GSTR-3B,1,1,1,0.25,4,1048|1047|1220|1069|1051,domain_specific|domain_specific|domain_specific|aggregation|domain_specific,202.53
130,domain_specific,GSTR-3B,1,1,1,0.25,4,1221|1027|1239|1047|1048,filtering|ranking|ranking|domain_specific|domain_specific,188.43
131,subquery,GSTR-3B,1,1,0,1.0,1,1225|1046|1242|1045|1048,subquery|domain_specific|domain_specific|domain_specific|domain_specific,235.84
132,filtering,GSTR-3B,1,1,1,1.0,1,1114|1241|1132|1072|1091,filtering|aggregation|subquery|aggregation|grouping,208.8
133,subquery,GSTR-3B,1,1,0,1.0,1,1225|1071|1050|1074|1091,subquery|aggregation|domain_specific|aggregation|grouping,204.8
134,decode,GSTR-3B,1,1,1,1.0,1,1213|1214|1215|1092|1049,decode|decode|having|grouping|domain_specific,206.1
135,having,GSTR-3B,1,1,1,0.2,5,1027|1237|1219|1091|1138,ranking|join|join|grouping|having,194.77
136,having,GSTR-3B,0,1,0,0.0,0,1131|1023|1240|1243|1222,subquery|ranking|join|ranking|aggregation,200.93
137,domain_specific,GSTR-3B,1,1,1,1.0,1,1046|1045|1242|1050|1074,domain_specific|domain_specific|domain_specific|domain_specific|aggregation,208.79
138,aggregation,GSTR-3B,1,1,1,0.5,2,1214|1072|1092|1213|1132,decode|aggregation|grouping|decode|subquery,200.22
139,grouping,GSTR-3B,1,1,0,0.2,5,1241|1050|1037|1036|1097,aggregation|domain_specific|domain_specific|domain_specific|grouping,224.62
140,aggregation,GSTR-3B,1,1,1,1.0,1,1241|1050|1072|1046|1048,aggregation|domain_specific|aggregation|domain_specific|domain_specific,221.37
141,domain_specific,GSTR-3B,1,1,1,1.0,1,1242|1045|1046|1074|1050,domain_specific|domain_specific|domain_specific|aggregation|domain_specific,234.29
142,subquery,GSTR-3B,1,1,1,1.0,1,1132|1072|1092|1140|1133,subquery|aggregation|grouping|having|subquery,208.5
143,quirk,GSTR-3B,1,1,1,0.5,2,1216|1125|1006|1014|1127,subquery|quirk|decode|decode|quirk,267.35
144,join,GSTR-3B,1,1,0,0.5,2,1207|1236|1237|1091|1115,filtering|join|join|grouping|filtering,204.13
145,domain_specific,GSTR-7,1,1,1,1.0,1,1223|1109|1056|1108|1059,domain_specific|join|domain_specific|join|domain_specific,224.5
146,aggregation,GSTR-7,1,1,1,0.3333,3,1056|1054|1222|1059|1055,domain_specific|domain_specific|aggregation|domain_specific|domain_specific,246.15
147,subquery,GSTR-7,1,1,1,0.25,4,1223|1139|1108|1225|1219,domain_specific|having|join|subquery|join,205.35
148,filtering,GSTR-7,1,1,1,1.0,1,1119|1078|1091|1055|1229,filtering|aggregation|grouping|domain_specific|aggregation,181.88
149,having,GSTR-7,1,1,1,1.0,1,1230|1229|1105|1226|1139,having|aggregation|join|filtering|having,202.82
150,having,GSTR-7,1,1,1,1.0,1,1230|1229|1226|1105|1142,having|aggregation|filtering|join|grouping,192.28
151,aggregation,GSTR-7,1,1,1,1.0,1,1227|1141|1142|1075|1064,aggregation|aggregation|grouping|aggregation|aggregation,201.28
152,domain_specific,GSTR-7,1,1,1,0.3333,3,1227|1228|1057|1104|1095,aggregation|filtering|domain_specific|join|grouping,210.74
153,ranking,GSTR-7,1,1,1,0.25,4,1141|1142|1228|1035|1226,aggregation|grouping|filtering|ranking|filtering,198.83
154,aggregation,GSTR-7,1,1,1,1.0,1,1077|1096|1079|1081|1076,aggregation|grouping|aggregation|aggregation|aggregation,182.37
155,join,GSTR-7,0,1,0,0.0,0,1093|1142|1141|1052|1058,grouping|grouping|aggregation|domain_specific|domain_specific,224.07
156,quirk,GSTR-7,1,1,1,0.25,4,1119|1117|1014|1127|1006,filtering|filtering|decode|quirk|decode,183.29
157,filtering,GSTREG,1,1,1,0.5,2,1202|1207|1218|1231|1209,domain_specific|filtering|join|filtering|domain_specific,189.1
158,domain_specific,GSTREG,0,1,0,0.0,0,1236|1207|1231|1218|1233,join|filtering|filtering|join|grouping,188.47
159,domain_specific,GSTREG,0,1,0,0.0,0,1236|1207|1231|1234|1127,join|filtering|filtering|filtering|quirk,188.91
160,join,GSTREG,1,1,1,1.0,1,1219|1027|1237|1091|1125,join|ranking|join|grouping|quirk,183.23
161,join,GSTREG,1,1,1,1.0,1,1218|1219|1202|1039|1237,join|join|domain_specific|domain_specific|join,209.32
162,grouping,GSTREG,1,1,0,0.5,2,1115|1091|1237|1212|1014,filtering|grouping|join|having|decode,200.81
163,ranking,GSTREG,1,1,1,0.5,2,1070|1024|1239|1072|1132,aggregation|ranking|ranking|aggregation|subquery,189.06
164,join,GSTREG,0,1,0,0.0,0,1027|1014|1216|1202|1125,ranking|decode|subquery|domain_specific|quirk,277.92
165,domain_specific,GSTREG,0,1,0,0.0,0,1206|1237|1236|1207|1231,filtering|join|join|filtering|filtering,187.22
166,decode,GSTREG,1,1,1,0.5,2,1212|1203|1232|1202|1233,having|decode|decode|domain_specific|grouping,198.96
167,having,GSTREG,1,1,1,1.0,1,1212|1204|1233|1236|1207,having|grouping|grouping|join|filtering,193.75
168,ranking,GSTREG,1,1,1,0.25,4,1233|1204|1212|1239|1024,grouping|grouping|having|ranking|ranking,186.35
169,join,GSTREG,1,1,1,0.5,2,1202|1218|1022|1238|1017,domain_specific|join|ranking|join|ranking,196.75
170,filtering,GSTREG,1,1,1,0.2,5,1233|1204|1218|1212|1201,grouping|grouping|join|having|filtering,220.51
171,subquery,EWB,1,1,1,1.0,1,1128|1130|1113|1061|1038,subquery|subquery|filtering|aggregation|domain_specific,332.02
172,having,EWB,1,1,1,0.5,2,1218|1136|1022|1100|1086,join|having|ranking|join|grouping,319.64
